ID,Language,Explanation,Key_Concept,Mnemonic,Review_Status,Reviewer_Comments
239,TR,"Doğru cevap 'B) ""Roma Antlaşmaları"" ile'. 1957'de imzalanan Roma Antlaşmaları, Avrupa Birliği'nin öncüsü olan Avrupa Ekonomik Topluluğu'nu (AET) kurdu. Batı Almanya, Fransa, İtalya, Belçika, Hollanda ve Lüksemburg ile birlikte kurucu üyelerdi. Bu antlaşmalar, bugün AB'nin temel unsurları olan mal, hizmet, sermaye ve insanların serbest dolaşımı da dahil olmak üzere ekonomik entegrasyonun temelini attı. Bu, Almanya'nın II. Dünya Savaşı'ndan sonra Avrupa işbirliğine olan bağlılığını ve barışçıl ve müreffeh bir Avrupa'nın inşasındaki rolünü gösterdiği için Alman entegrasyonu için çok önemlidir.","Bu soru, Almanya'nın Avrupa Birliği'nin oluşumundaki rolü ve Avrupa entegrasyonuna olan bağlılığı hakkındaki bilgiyi test eder. Savaş sonrası Avrupa'da önemli bir tarihsel adımı ve Almanya'nın buna katkısını vurgular.",Avrupa Ekonomik Topluluğu'nun doğum yeri olarak **ROMA**'yı hatırlayın. Altı kurucu üyeyi temsil eden Romen rakamlarını düşünün.,,
239,UK,"Правильна відповідь – 'B) через «Римські договори»'. Римські договори, підписані в 1957 році, заснували Європейське економічне співтовариство (ЄЕС), попередника Європейського Союзу. Західна Німеччина, разом із Францією, Італією, Бельгією, Нідерландами та Люксембургом, були членами-засновниками. Ці договори заклали основу для економічної інтеграції, включаючи вільний рух товарів, послуг, капіталу та людей, що є ключовими аспектами ЄС сьогодні. Це важливо для німецької інтеграції, оскільки демонструє відданість Німеччини європейській співпраці після Другої світової війни та її роль у побудові мирної та процвітаючої Європи.",Це питання перевіряє знання про роль Німеччини у формуванні Європейського Союзу та її відданість європейській інтеграції. Воно висвітлює ключовий історичний крок у повоєнній Європі та внесок Німеччини в нього.,"Запам'ятайте **РИМ** як місце народження Європейського економічного співтовариства. Уявіть собі римські цифри, що представляють шістьох членів-засновників.",,
239,AR,"الإجابة الصحيحة هي 'ب) من خلال ""معاهدات روما""'. أسست معاهدات روما، التي وُقعت عام 1957، الجماعة الاقتصادية الأوروبية (EEC)، التي سبقت الاتحاد الأوروبي. كانت ألمانيا الغربية، إلى جانب فرنسا وإيطاليا وبلجيكا وهولندا ولوكسمبورغ، من الأعضاء المؤسسين. وضعت هذه المعاهدات الأساس للتكامل الاقتصادي، بما في ذلك حرية حركة البضائع والخدمات ورؤوس الأموال والأشخاص، والتي تُعد جوانب رئيسية في الاتحاد الأوروبي اليوم. وهذا أمر بالغ الأهمية للتكامل الألماني لأنه يُظهر التزام ألمانيا بالتعاون الأوروبي بعد الحرب العالمية الثانية ودورها في بناء أوروبا سلمية ومزدهرة.",يختبر هذا السؤال المعرفة بدور ألمانيا في تشكيل الاتحاد الأوروبي والتزامها بالتكامل الأوروبي. يُسلط الضوء على خطوة تاريخية رئيسية في أوروبا ما بعد الحرب ومساهمة ألمانيا فيها.,تذكر **روما** كمكان ولادة الجماعة الاقتصادية الأوروبية. فكر في الأرقام الرومانية التي تُمثل الأعضاء المؤسسين الستة.,,
240,EN,"The Euro became legal tender in Germany on January 1, 2002.  This marked the culmination of a multi-year process following the Maastricht Treaty of 1992, which laid the groundwork for the European Economic and Monetary Union (EMU).  The introduction of the Euro was a significant event, replacing the Deutsche Mark, and represented a major step towards European integration.  The physical Euro banknotes and coins were introduced on this date, and people began using them for daily transactions.",This question tests knowledge of a key event in German and European history: the introduction of the Euro. It assesses understanding of the timeline and process of European monetary integration.,"Think ""two-thousand two, Euro is new!"" to remember the year 2002 for the Euro's introduction.",,
240,DE,"Der Euro wurde am 1. Januar 2002 in Deutschland gesetzliches Zahlungsmittel. Dies war der Höhepunkt eines mehrjährigen Prozesses nach dem Vertrag von Maastricht von 1992, der die Grundlage für die Europäische Wirtschafts- und Währungsunion (EWWU) legte. Die Einführung des Euro war ein bedeutendes Ereignis, das die Deutsche Mark ersetzte und einen wichtigen Schritt in Richtung europäischer Integration darstellte. Die physischen Euro-Banknoten und -Münzen wurden an diesem Datum eingeführt und die Menschen begannen, sie für tägliche Transaktionen zu verwenden.",Diese Frage prüft das Wissen über ein wichtiges Ereignis in der deutschen und europäischen Geschichte: die Einführung des Euro. Sie bewertet das Verständnis des Zeitrahmens und des Prozesses der europäischen Währungsintegration.,"Denken Sie an ""Zweitausendzwei, Euro ist neu!"", um sich an das Jahr 2002 für die Einführung des Euro zu erinnern.",,
240,TR,"Euro, Almanya'da 1 Ocak 2002'de yasal para birimi oldu. Bu, Avrupa Ekonomik ve Parasal Birliği'nin (EMU) temelini atan 1992 Maastricht Antlaşması'nı izleyen çok yıllık bir sürecin doruk noktasıydı. Euro'nun getirilmesi, Alman Markı'nın yerini alan önemli bir olaydı ve Avrupa entegrasyonuna doğru büyük bir adımı temsil ediyordu.  Fiziki Euro banknotları ve madeni paraları bu tarihte kullanıma sunuldu ve insanlar günlük işlemlerinde kullanmaya başladılar.","Bu soru, Alman ve Avrupa tarihindeki önemli bir olayın bilgisini test eder: Euro'nun getirilmesi. Avrupa parasal entegrasyonunun zaman çizelgesi ve süreci anlayışını değerlendirir.","Euro'nun tanıtımı için 2002 yılını hatırlamak için ""İki bin iki, Euro yeni!"" diye düşünün.",,
240,UK,"Євро став законним платіжним засобом у Німеччині 1 січня 2002 року. Це стало кульмінацією багаторічного процесу після Маастрихтського договору 1992 року, який заклав основу для Європейського економічного і валютного союзу (ЄВС). Введення євро було значною подією, що замінила німецьку марку, і представляло собою важливий крок до європейської інтеграції. Фізичні банкноти та монети євро були введені в обіг цього дня, і люди почали використовувати їх для щоденних транзакцій.",Це питання перевіряє знання ключової події в німецькій та європейській історії: введення євро. Воно оцінює розуміння хронології та процесу європейської валютної інтеграції.,"Щоб запам'ятати рік введення євро, 2002, подумайте: ""Дві тисячі два, євро нове!""",,
240,AR,أصبح اليورو العملة الرسمية في ألمانيا في 1 يناير 2002. كان هذا تتويجًا لعملية استمرت لعدة سنوات بعد معاهدة ماستريخت لعام 1992، والتي وضعت الأساس للاتحاد الاقتصادي والنقدي الأوروبي. كان طرح اليورو حدثًا مهمًا، حيث حل محل المارك الألماني، ومثل خطوة رئيسية نحو التكامل الأوروبي. تم تقديم الأوراق النقدية والعملات المعدنية لليورو المادية في هذا التاريخ، وبدأ الناس في استخدامها في المعاملات اليومية.,يختبر هذا السؤال المعرفة بحدث رئيسي في التاريخ الألماني والأوروبي: طرح اليورو. يقيم فهم الجدول الزمني وعملية التكامل النقدي الأوروبي.,"فكر ""ألفان واثنان، اليورو جديد!"" لتتذكر عام 2002 لإدخال اليورو.",,
241,EN,"In Germany, Elterngeld (parental allowance) is not automatic. To receive it, parents must actively apply to the Elterngeldstelle (Parental Allowance Office). This is a crucial step in the process, as the office assesses eligibility based on various factors like income, employment status, and the child's age. This application process ensures that the correct amount of Elterngeld is disbursed to eligible families.  It reflects the German social system's emphasis on individual responsibility and targeted support.","This question tests knowledge of the German social system, specifically the process for obtaining parental benefits. It highlights the importance of proactive application and understanding the responsible institutions.","Remember ""Apply for Allowance"" or ""Antrag Elterngeld"" to associate the need to apply with receiving Elterngeld.",,
241,DE,"Elterngeld in Deutschland wird nicht automatisch ausgezahlt. Um Elterngeld zu erhalten, müssen Eltern aktiv einen Antrag bei der Elterngeldstelle stellen.  Die Elterngeldstelle prüft die Anspruchsberechtigung anhand verschiedener Faktoren wie Einkommen, Beschäftigungsstatus und Alter des Kindes. Dieses Antragsverfahren stellt sicher, dass der richtige Betrag an Elterngeld an berechtigte Familien ausgezahlt wird. Es spiegelt die Betonung des deutschen Sozialsystems auf Eigenverantwortung und gezielte Unterstützung wider.","Diese Frage prüft das Wissen über das deutsche Sozialsystem, insbesondere das Verfahren zur Beantragung von Elterngeld. Sie unterstreicht die Bedeutung der aktiven Antragstellung und des Verständnisses der zuständigen Institutionen.","Merke dir ""Antrag für Elterngeld"", um die Notwendigkeit der Antragstellung mit dem Erhalt von Elterngeld zu verknüpfen.",,
241,TR,"Almanya'da Elterngeld (ebeveyen ödeneği) otomatik olarak verilmez. Almak için, ebeveynlerin Elterngeldstelle'ye (Ebeveyn Ödeneği Ofisi) başvurmaları gerekir. Bu, süreçte çok önemli bir adımdır, çünkü ofis, gelir, istihdam durumu ve çocuğun yaşı gibi çeşitli faktörlere dayanarak uygunluğu değerlendirir. Bu başvuru süreci, uygun ailelere doğru miktarda Elterngeld ödenmesini sağlar. Alman sosyal sisteminin bireysel sorumluluk ve hedefe yönelik destek vurgusunu yansıtır.","Bu soru, Alman sosyal sistemi, özellikle de ebeveyn yardımlarını alma süreci hakkındaki bilgiyi test eder. Proaktif başvurunun ve sorumlu kurumların anlaşılmasının önemini vurgular.","Elterngeld almak için başvurmanız gerektiğini hatırlamak için ""Ödenek İçin Başvur"" veya ""Antrag Elterngeld"" ifadesini aklınızda tutun.",,
241,UK,"У Німеччині батьківська допомога (Elterngeld) не надається автоматично. Щоб отримати її, батьки повинні подати заявку до Elterngeldstelle (Управління з батьківських допомог). Це важливий крок, оскільки управління оцінює право на допомогу на основі різних факторів, таких як дохід, статус зайнятості та вік дитини. Ця процедура подання заявки гарантує, що правильна сума Elterngeld виплачується сім'ям, які мають на це право. Це відображає акцент німецької соціальної системи на особистій відповідальності та цілеспрямованій підтримці.","Це питання перевіряє знання німецької соціальної системи, зокрема процесу отримання батьківських допомог. Воно підкреслює важливість проактивного подання заявки та розуміння відповідальних установ.","Запам'ятайте ""Заявка на допомогу"" або ""Antrag Elterngeld"", щоб пов'язати необхідність подання заявки з отриманням Elterngeld.",,
241,AR,في ألمانيا، لا يتم منح إعانة الوالدين (Elterngeld) تلقائيًا. للحصول عليها، يجب على الوالدين التقدم بطلب إلى مكتب إعانة الوالدين (Elterngeldstelle). هذه خطوة حاسمة في العملية، حيث يقوم المكتب بتقييم الأهلية بناءً على عوامل مختلفة مثل الدخل، وحالة العمل، وعمر الطفل. تضمن عملية التقديم هذه صرف المبلغ الصحيح من إعانة الوالدين للأسر المؤهلة.  وهي تعكس تركيز النظام الاجتماعي الألماني على المسؤولية الفردية والدعم الموجه.,هذا السؤال يختبر معرفة النظام الاجتماعي الألماني، وتحديدًا عملية الحصول على إعانات الوالدين. وهو يسلط الضوء على أهمية التقديم الاستباقي وفهم المؤسسات المسؤولة.,"تذكر ""تقديم طلب للحصول على الإعانة"" أو ""Antrag Elterngeld""  لربط ضرورة التقديم مع الحصول على إعانة الوالدين.",,
242,EN,"In Germany, the decision of whether a child attends kindergarten rests solely with the parents or legal guardians.  This reflects the principle of parental autonomy in child-rearing and educational choices.  While the state provides kindergarten infrastructure and regulates basic standards, the decision to enroll remains a family matter.  This right is generally respected unless there are serious concerns about the child's well-being.","This question tests the concept of parental rights and responsibilities in the German education system, specifically regarding early childhood education.",Kindergarten = Kids' Garden = Parents plant the seeds (decide).,,
242,DE,"In Deutschland entscheiden die Eltern oder Erziehungsberechtigten, ob ein Kind in den Kindergarten geht.  Das ist Ausdruck des Elternrechts und der Erziehungsautonomie. Der Staat stellt zwar die Kindergarteninfrastruktur bereit und reguliert grundlegende Standards, die Entscheidung über den Besuch des Kindergartens liegt jedoch bei der Familie.  Dieses Recht wird in der Regel respektiert, es sei denn, es gibt schwerwiegende Bedenken hinsichtlich des Kindeswohls.","Diese Frage prüft das Konzept der Elternrechte und -pflichten im deutschen Bildungssystem, insbesondere in Bezug auf die frühkindliche Bildung.",Kindergarten = Kinder-Garten = Eltern pflanzen die Samen (entscheiden).,,
242,TR,"Almanya'da, bir çocuğun anaokuluna gidip gitmeyeceğine ebeveynler veya yasal vasiler karar verir. Bu, çocuk yetiştirme ve eğitim seçimleriyle ilgili ebeveyn özerkliği ilkesini yansıtır. Devlet anaokulu altyapısını sağlasa ve temel standartları düzenlese de, kaydolma kararı aileye ait bir meseledir. Çocuğun refahı hakkında ciddi endişeler olmadığı sürece bu hak genellikle saygı görür.","Bu soru, Alman eğitim sistemindeki, özellikle erken çocukluk eğitimiyle ilgili ebeveyn hakları ve sorumlulukları kavramını test eder.",Anaokulu = Çocuk Bahçesi = Ebeveynler tohumları eker (karar verir).,,
242,UK,"У Німеччині рішення про те, чи дитина відвідуватиме дитячий садок, приймають батьки або опікуни. Це відображає принцип батьківської автономії у вихованні та навчанні дітей. Хоча держава забезпечує інфраструктуру дитячих садків та регулює основні стандарти, рішення про зарахування залишається сімейною справою. Це право, як правило, поважається, якщо немає серйозних побоювань щодо благополуччя дитини.","Це питання перевіряє концепцію батьківських прав та обов'язків у німецькій системі освіти, зокрема щодо дошкільної освіти.",Дитячий садок = Дитячий сад = Батьки садять насіння (вирішують).,,
242,AR,في ألمانيا، يقع قرار إرسال الطفل إلى رياض الأطفال على عاتق الوالدين أو الأوصياء القانونيين. يعكس هذا مبدأ استقلالية الوالدين في تربية الأطفال واختياراتهم التعليمية. على الرغم من أن الدولة توفر بنية رياض الأطفال وتنظم المعايير الأساسية، إلا أن قرار التسجيل يبقى مسألة عائلية. يتم احترام هذا الحق بشكل عام ما لم تكن هناك مخاوف جدية بشأن رفاهية الطفل.,يختبر هذا السؤال مفهوم حقوق ومسؤوليات الوالدين في النظام التعليمي الألماني، وتحديداً فيما يتعلق بالتعليم في مرحلة الطفولة المبكرة.,رياض الأطفال = حديقة الأطفال = يزرع الآباء البذور (يقررون).,,
243,EN,"The correct answer is A: They must register the demonstration.  In Germany, the right to assembly is constitutionally protected (Article 8 of the Basic Law), but it's not absolute.  To ensure public safety and order, demonstrations must be registered with the local authorities in advance. This allows authorities to plan for traffic management, security, and any potential counter-protests.  It also helps prevent clashes and ensures the demonstration can proceed peacefully.",This question tests knowledge of the right to assembly in Germany and its limitations.  It highlights the balance between freedom of expression and the need for public order and safety.,A for Anmeldung (registration) and A for Assembly.  Remember to register your Assembly to avoid trouble.,,
243,DE,"Die richtige Antwort ist A: Sie müssen die Demonstration anmelden. Das Versammlungsrecht ist in Deutschland im Grundgesetz (Artikel 8) verankert, aber nicht uneingeschränkt. Um die öffentliche Sicherheit und Ordnung zu gewährleisten, müssen Demonstrationen im Voraus bei den zuständigen Behörden angemeldet werden. Dies ermöglicht es den Behörden, Verkehrsregelungen, Sicherheitsmaßnahmen und mögliche Gegenproteste zu planen. Es hilft auch, Zusammenstöße zu vermeiden und sicherzustellen, dass die Demonstration friedlich verlaufen kann.",Diese Frage prüft das Wissen über das Versammlungsrecht in Deutschland und seine Grenzen. Es unterstreicht das Gleichgewicht zwischen der Meinungsfreiheit und der Notwendigkeit von öffentlicher Ordnung und Sicherheit.,"A für Anmeldung und A für Versammlung. Denken Sie daran, Ihre Versammlung anzumelden, um Probleme zu vermeiden.",,
243,TR,"Doğru cevap A: Gösteriyi kaydettirmeleri gerekir. Almanya'da toplanma hakkı anayasal olarak korunmaktadır (Temel Yasa'nın 8. Maddesi), ancak mutlak değildir. Kamu güvenliğini ve düzenini sağlamak için gösterilerin önceden yerel makamlara kaydettirilmesi gerekir. Bu, yetkililerin trafik yönetimi, güvenlik ve olası karşı protestolar için planlama yapmasına olanak tanır. Ayrıca çatışmaları önlemeye ve gösterinin barışçıl bir şekilde ilerlemesini sağlamaya yardımcı olur.","Bu soru, Almanya'daki toplanma hakkı ve sınırlamaları hakkındaki bilgiyi test eder. İfade özgürlüğü ile kamu düzeni ve güvenliği ihtiyacı arasındaki dengeyi vurgular.","A, Anmeldung (kayıt) ve A, Assembly (toplantı) için. Sorun yaşamamak için Toplantınızı kaydetmeyi unutmayın.",,
243,UK,"Правильна відповідь А: Вони повинні зареєструвати демонстрацію. У Німеччині право на збори захищено конституцією (стаття 8 Основного закону), але воно не є абсолютним. Для забезпечення громадської безпеки та порядку демонстрації мають бути зареєстровані у місцевих органах влади заздалегідь. Це дозволяє органам влади планувати управління дорожнім рухом, безпеку та будь-які потенційні контрпротести. Це також допомагає запобігти зіткненням та забезпечити мирний перебіг демонстрації.",Це питання перевіряє знання про право на збори в Німеччині та його обмеження. Воно підкреслює баланс між свободою слова та необхідністю громадського порядку та безпеки.,"А для Anmeldung (реєстрація) і А для Assembly (збори). Пам'ятайте, що потрібно зареєструвати ваші збори, щоб уникнути проблем.",,
243,AR,الإجابة الصحيحة هي أ: يجب عليهم تسجيل المظاهرة. في ألمانيا، حق التجمع مكفول دستوريًا (المادة 8 من القانون الأساسي)، لكنه ليس مطلقًا. لضمان السلامة العامة والنظام، يجب تسجيل المظاهرات لدى السلطات المحلية مسبقًا. يسمح هذا للسلطات بالتخطيط لإدارة المرور والأمن وأي احتجاجات مضادة محتملة. كما أنه يساعد في منع الاشتباكات ويضمن سير المظاهرة بسلام.,هذا السؤال يختبر معرفة حق التجمع في ألمانيا وحدوده. يسلط الضوء على التوازن بين حرية التعبير والحاجة إلى النظام العام والسلامة.,A للتسجيل (Anmeldung) و A للتجمع (Assembly). تذكر تسجيل التجمع الخاص بك لتجنب المتاعب.,,
244,EN,"In Germany, the ""Abitur"" (or ""Hochschulreife"") is the standard qualification for university entrance.  It's the final exam taken at the end of secondary education (Gymnasium) and signifies a high level of academic achievement, preparing students for the rigors of university study.  This requirement is rooted in the German education system's emphasis on a strong academic foundation before entering higher education.  While there are some exceptions (e.g., specific vocational qualifications), the Abitur remains the most common and traditional pathway to university.",This question tests knowledge of the German education system and the requirements for accessing higher education.  It focuses on understanding the different educational pathways and their associated qualifications.,"Think ""A"" for Abitur and ""A"" for Access to university.",,
244,DE,"Das Abitur (allgemeine Hochschulreife) ist der übliche Schulabschluss, der für ein Studium an einer deutschen Universität benötigt wird. Es ist die Abschlussprüfung am Gymnasium und bescheinigt eine hohe akademische Leistung, die auf die Anforderungen eines Universitätsstudiums vorbereitet.  Diese Voraussetzung ist im deutschen Bildungssystem verankert, das Wert auf eine fundierte akademische Ausbildung vor dem Hochschulzugang legt. Zwar gibt es einige Ausnahmen (z. B. bestimmte berufliche Qualifikationen), aber das Abitur bleibt der häufigste und traditionellste Weg zur Universität.",Diese Frage prüft das Wissen über das deutsche Bildungssystem und die Voraussetzungen für den Zugang zur Hochschulbildung. Der Fokus liegt auf dem Verständnis der verschiedenen Bildungswege und der damit verbundenen Abschlüsse.,"Denken Sie an ""A"" für Abitur und ""A"" für Zugang zur Universität.",,
244,TR,"Almanya'da üniversiteye giriş için standart yeterlilik ""Abitur"" (veya ""Hochschulreife"")'dir. Lise eğitiminin (Gymnasium) sonunda yapılan final sınavıdır ve öğrencileri üniversite eğitiminin zorluklarına hazırlayan yüksek bir akademik başarıyı gösterir. Bu gereklilik, Alman eğitim sisteminin yüksek öğrenime başlamadan önce güçlü bir akademik temele yaptığı vurguya dayanmaktadır. Bazı istisnalar (örneğin, belirli mesleki nitelikler) olsa da, Abitur üniversiteye en yaygın ve geleneksel yoldur.","Bu soru, Alman eğitim sistemi ve yüksek öğrenime erişim gereklilikleri hakkındaki bilgiyi test eder. Farklı eğitim yollarını ve bunlarla ilişkili nitelikleri anlamayı odaklar.","Üniversiteye ""A""bitur ile ""A""çılırsınız.",,
244,UK,"В Німеччині ""Abitur"" (або ""Hochschulreife"") – це стандартна кваліфікація для вступу до університету. Це випускний іспит, який складається в кінці середньої освіти (гімназії) і свідчить про високий рівень академічних досягнень, готуючи студентів до труднощів університетського навчання. Ця вимога корениться в німецькій системі освіти, яка наголошує на міцній академічній базі перед вступом до вищої освіти. Хоча є деякі винятки (наприклад, певні професійні кваліфікації), Abitur залишається найпоширенішим і традиційним шляхом до університету.",Це питання перевіряє знання німецької системи освіти та вимог доступу до вищої освіти.  Основна увага приділяється розумінню різних освітніх шляхів та пов'язаних з ними кваліфікацій.,"""A"" як Abitur, ""A"" як доступ до університету.",,
244,AR,"في ألمانيا، يعتبر ""Abitur"" (أو ""Hochschulreife"") هو المؤهل القياسي للالتحاق بالجامعة. وهو الامتحان النهائي الذي يتم إجراؤه في نهاية التعليم الثانوي (Gymnasium) ويدل على مستوى عالٍ من التحصيل الأكاديمي، مما يُعد الطلاب لصعوبات الدراسة الجامعية.  هذا الشرط متأصل في نظام التعليم الألماني الذي يؤكد على أساس أكاديمي قوي قبل دخول التعليم العالي. على الرغم من وجود بعض الاستثناءات (مثل المؤهلات المهنية المحددة)، إلا أن Abitur لا يزال المسار الأكثر شيوعًا وتقليديًا للجامعة.",هذا السؤال يختبر معرفة نظام التعليم الألماني ومتطلبات الوصول إلى التعليم العالي. يركز على فهم مسارات التعليم المختلفة والمؤهلات المرتبطة بها.,"فكر في ""A"" لـ Abitur و ""A"" للوصول إلى الجامعة.",,
245,EN,"In Germany, the legal age of consent is 14. However, the law also protects minors from sexual abuse by adults.  The 'Schutzalter' (age of protection) laws make sexual acts with a person under 16 illegal, even if consensual, when the other person is significantly older.  A 12-year age gap, as in Anne and Tim's case, would almost certainly be considered exploitative under German law.  This question highlights the importance of child protection in German society.","This question tests knowledge of the Schutzalter (age of protection) laws in Germany, which aim to protect minors from sexual abuse by adults, regardless of apparent consent.","Think ""16 and Safe"" to remember that individuals under 16 have special protections regarding relationships with significantly older adults.",,
245,DE,"In Deutschland liegt das Schutzalter bei 14 Jahren. Das bedeutet, dass sexuelle Handlungen mit Personen unter 16 Jahren strafbar sind, wenn der Altersunterschied erheblich ist, selbst wenn die Person scheinbar einwilligt.  Im Fall von Anne und Tim, mit einem Altersunterschied von 12 Jahren, würde dies nach deutschem Recht mit hoher Wahrscheinlichkeit als Ausbeutung angesehen werden. Diese Frage unterstreicht den Schutz von Minderjährigen in der deutschen Gesellschaft.","Diese Frage prüft das Wissen über das Schutzalter in Deutschland, das Minderjährige vor sexuellem Missbrauch durch Erwachsene schützt, unabhängig von scheinbarer Einwilligung.","""16 und Sicher"" -  um sich zu merken, dass Personen unter 16 Jahren besonderen Schutz in Bezug auf Beziehungen mit deutlich älteren Erwachsenen haben.",,
245,TR,"Almanya'da cinsel rüşt yaşı 14'tür. Ancak yasa, reşit olmayanları yetişkinler tarafından cinsel istismardan da korur. 'Schutzalter' (koruma yaşı) yasaları, diğer kişi önemli ölçüde daha büyük olduğunda, 16 yaşından küçük biriyle cinsel ilişkiye girmeyi, rıza olsa bile, yasa dışı kılar. Anne ve Tim'in durumunda olduğu gibi 12 yaş farkı, Alman yasalarına göre neredeyse kesinlikle istismar olarak kabul edilir. Bu soru, Alman toplumunda çocuk korumasının önemini vurgular.","Bu soru, Almanya'daki Schutzalter (koruma yaşı) yasaları hakkındaki bilgiyi test eder ve bu yasalar, küçükleri, görünürdeki rızaya bakılmaksızın, yetişkinler tarafından cinsel istismardan korumayı amaçlar.","16 yaşından küçük bireylerin önemli ölçüde daha büyük yetişkinlerle ilişkiler konusunda özel korumalara sahip olduğunu hatırlamak için ""16 ve Güvenli"" diye düşünün.",,
245,UK,"У Німеччині вік сексуальної згоди становить 14 років. Однак закон також захищає неповнолітніх від сексуального насильства з боку дорослих. Закони ""Schutzalter"" (вік захисту) забороняють статеві акти з особою, яка не досягла 16 років, навіть за згодою, коли інша особа значно старша. 12-річна різниця у віці, як у випадку Анни та Тіма, майже напевно вважатиметься експлуатацією згідно з німецьким законодавством. Це питання підкреслює важливість захисту дітей у німецькому суспільстві.","Це питання перевіряє знання законів Schutzalter (вік захисту) у Німеччині, які спрямовані на захист неповнолітніх від сексуального насильства з боку дорослих, незалежно від очевидної згоди.","Подумайте «16 та безпечно», щоб пам’ятати, що особи віком до 16 років мають особливий захист щодо стосунків зі значно старшими дорослими.",,
245,AR,"في ألمانيا، يبلغ سن الرشد الجنسي 14 عامًا. ومع ذلك، يحمي القانون أيضًا القاصرين من الاعتداء الجنسي من قبل البالغين. تُجرِّم قوانين ""Schutzalter"" (سن الحماية) الأفعال الجنسية مع شخص دون سن 16 عامًا، حتى لو كان بالتراضي، عندما يكون الشخص الآخر أكبر سنًا بشكل ملحوظ. من المؤكد تقريبًا أن يُعتبر فارق السن 12 عامًا، كما في حالة آن وتيم، استغلالًا بموجب القانون الألماني. يسلط هذا السؤال الضوء على أهمية حماية الطفل في المجتمع الألماني.",يختبر هذا السؤال معرفة قوانين Schutzalter (سن الحماية) في ألمانيا، والتي تهدف إلى حماية القاصرين من الاعتداء الجنسي من قبل البالغين، بغض النظر عن الموافقة الظاهرة.,"فكر في ""16 وآمن"" لتتذكر أن الأفراد الذين تقل أعمارهم عن 16 عامًا يتمتعون بحماية خاصة فيما يتعلق بالعلاقات مع البالغين الأكبر سنًا بشكل ملحوظ.",,
246,EN,"In Germany, the age of majority is 18. This means that at 18, individuals are legally considered adults and gain full legal rights and responsibilities, such as the right to vote, enter contracts, marry without parental consent, and be held fully responsible for their actions.  This is enshrined in the German Civil Code (Bürgerliches Gesetzbuch or BGB).  Historically, this age reflects a societal understanding of when individuals are deemed mature enough to make independent decisions.",This question tests the understanding of legal adulthood and its associated rights and responsibilities in Germany.  It's crucial for integration to understand when one is legally responsible for their actions and can participate fully in society.,"To remember the age of majority in Germany, think ""Acht-zehn"" (eighteen) - it rhymes with ""Recht-gewinn"" (gaining rights).",,
246,DE,"In Deutschland ist man mit 18 Jahren volljährig.  Das bedeutet, dass man ab diesem Alter rechtlich als Erwachsener gilt und alle Rechte und Pflichten erhält, wie zum Beispiel das Wahlrecht, die Fähigkeit Verträge abzuschließen, die Ehe ohne Zustimmung der Eltern einzugehen und die volle Verantwortung für das eigene Handeln zu tragen.  Dies ist im Bürgerlichen Gesetzbuch (BGB) verankert. Historisch spiegelt dieses Alter das gesellschaftliche Verständnis wider, wann Personen als reif genug gelten, um selbständige Entscheidungen zu treffen.","Diese Frage prüft das Verständnis der Volljährigkeit und der damit verbundenen Rechte und Pflichten in Deutschland. Für die Integration ist es wichtig zu verstehen, wann man rechtlich für sein Handeln verantwortlich ist und in vollem Umfang an der Gesellschaft teilhaben kann.","Um sich das Alter der Volljährigkeit zu merken, denken Sie an ""Acht-zehn"" - es reimt sich auf ""Recht-gewinn"".",,
246,TR,"Almanya'da reşit olma yaşı 18'dir. Bu, 18 yaşında bireylerin yasal olarak yetişkin sayıldığı ve oy kullanma, sözleşme yapma, ebeveyn izni olmadan evlenme ve eylemlerinden tamamen sorumlu tutulma gibi tüm yasal hak ve sorumlulukları kazandığı anlamına gelir. Bu durum Alman Medeni Kanunu'nda (Bürgerliches Gesetzbuch veya BGB) yer almaktadır. Tarihsel olarak bu yaş, bireylerin bağımsız kararlar verebilecek kadar olgun kabul edildiği konusunda toplumsal bir anlayışı yansıtmaktadır.","Bu soru, Almanya'da yasal yetişkinliğin ve bununla ilgili hak ve sorumlulukların anlaşılmasını test eder. Kişinin eylemlerinden yasal olarak ne zaman sorumlu olduğunu ve topluma tam olarak ne zaman katılabileceğini anlamak entegrasyon için çok önemlidir.","Almanya'da reşit olma yaşını hatırlamak için ""Acht-zehn"" (on sekiz) kelimesini düşünün - ""Recht-gewinn"" (hak kazanma) ile kafiyelidir.",,
246,UK,"У Німеччині повноліття настає у 18 років. Це означає, що з 18 років особи вважаються дорослими згідно із законом та отримують повні юридичні права та обов'язки, такі як право голосу, укладати договори, одружуватися без згоди батьків та нести повну відповідальність за свої дії. Це закріплено в Німецькому цивільному кодексі (Bürgerliches Gesetzbuch або BGB). Історично цей вік відображає суспільне розуміння того, коли особи вважаються достатньо зрілими, щоб приймати самостійні рішення.","Це питання перевіряє розуміння правової дорослості та пов'язаних з нею прав та обов'язків у Німеччині. Для інтеграції важливо розуміти, коли людина несе юридичну відповідальність за свої дії та може повноцінно брати участь у житті суспільства.","Щоб запам'ятати вік повноліття в Німеччині, подумайте про ""Acht-zehn"" (вісімнадцять) – воно римується з ""Recht-gewinn"" (отримання прав).",,
