ID,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Category,Difficulty,Is_Image_Question,Explanation_EN,Explanation_DE,Key_Concept_EN,Key_Concept_DE,Mnemonic_EN,Mnemonic_DE,Review_Status,Reviewer_Comments
329,Wie nennt man die Regierungschefin/den Regierungschef in Brandenburg?,Erste Ministerin/Erster Minister,Premierministerin/Premierminister,Bürgermeisterin/Bürgermeister,Ministerpräsidentin/Ministerpräsident,Ministerpräsidentin/Ministerpräsident,Politik,easy,False,"The correct title for the head of government in Brandenburg is ""Ministerpräsidentin/Ministerpräsident.""  Germany is a federal republic, meaning it's divided into states (Bundesländer), each with its own government.  Brandenburg is one of these states.  The ""Ministerpräsident/in"" leads the state government, similar to a governor in the US but with more legislative power.  This title reflects the dual role of leading the state cabinet (Minister) and representing the state (Präsident).","Der/Die Regierungschef/in in Brandenburg heißt korrekt ""Ministerpräsident/in"". Deutschland ist ein föderaler Bundesstaat, d.h. er ist in Bundesländer unterteilt, die jeweils eine eigene Regierung haben. Brandenburg ist eines dieser Bundesländer. Der/Die Ministerpräsident/in leitet die Landesregierung, ähnlich einem Gouverneur in den USA, aber mit mehr legislativer Macht.  Der Titel spiegelt die Doppelfunktion wider, das Landeskabinett zu leiten (Minister) und das Land zu repräsentieren (Präsident).",This question tests knowledge of German federalism and the specific titles of government leaders at the state level.,Diese Frage prüft das Wissen über den deutschen Föderalismus und die spezifischen Titel der Regierungschefs auf Landesebene.,"Think ""Minister"" manages the state and ""Präsident"" presides over it, so ""Ministerpräsident"" leads Brandenburg.","Denken Sie daran: Der ""Minister"" verwaltet das Land und der ""Präsident"" präsidiert darüber, also leitet der ""Ministerpräsident"" Brandenburg.",,
330,Welche Senatorin/welchen Senator hat Berlin nicht?,Finanzsenatorin/Finanzsenator,Innensenatorin/Innensenator,Senatorin/Senator für Außenbeziehungen,Justizsenatorin/Justizsenator,Senatorin/Senator für Außenbeziehungen,Politik,easy,False,"The correct answer is C because Berlin, as a German state, does not have a Senator for Foreign Relations.  Foreign policy is the exclusive responsibility of the federal government, as outlined in the German Basic Law (Grundgesetz).  Individual states like Berlin cannot conduct their own foreign policy.  This is a key element of German federalism.","Die richtige Antwort ist C, weil Berlin als Bundesland keinen Senator für Außenbeziehungen hat. Die Außenpolitik ist laut Grundgesetz ausschließlich Sache des Bundes. Einzelne Bundesländer wie Berlin können keine eigene Außenpolitik betreiben. Dies ist ein Kernelement des deutschen Föderalismus.","This question tests the distribution of powers in Germany's federal system. Specifically, it assesses understanding that foreign policy is an exclusive domain of the federal government, not individual states.","Diese Frage prüft die Kompetenzverteilung im deutschen Föderalismus.  Insbesondere wird das Verständnis darüber abgefragt, dass die Außenpolitik ausschließlich Bundessache ist.","Think ""Foreign affairs are FEDERAL.""  This emphasizes that foreign policy is handled at the national level, not the state level like Berlin.","Denken Sie an ""Außenpolitik ist BUNDESsache"". Dies betont, dass die Außenpolitik auf Bundesebene geregelt wird, nicht auf Landesebene wie in Berlin.",,
331,Welches Wappen gehört zum Bundesland Baden-Württemberg?,Bild 1,Bild 2,Bild 3,Bild 4,Bild 2,Politik,easy,True,"Image B correctly depicts the coat of arms of Baden-Württemberg, showing three black lions on a golden shield, with a crown on top. This is the official symbol of the state, representing its history and identity.  Understanding the symbols of German states is part of the integration process, demonstrating knowledge of German culture and administrative structure.","Bild B zeigt korrekt das Wappen von Baden-Württemberg. Es zeigt drei schwarze Löwen auf goldenem Schild, überkrönt von einer Krone. Dies ist das offizielle Symbol des Bundeslandes und repräsentiert seine Geschichte und Identität. Das Verständnis der Symbole der deutschen Bundesländer ist Teil des Integrationsprozesses und zeigt Kenntnisse der deutschen Kultur und Verwaltungsstruktur.","The German integration exam tests knowledge of German culture, history, and politics, including state symbols. Recognizing the coat of arms of Baden-Württemberg is a specific example.","Die Einbürgerungsprüfung testet Kenntnisse der deutschen Kultur, Geschichte und Politik, einschließlich der Staatssymbole. Das Erkennen des Wappens von Baden-Württemberg ist ein konkretes Beispiel.","Three lions, gold background - Baden-Württemberg's proud crown.","Drei Löwen, goldener Grund - Baden-Württembergs stolze Kron'.",,
332,Welches ist ein Landkreis in Bayern?,Prignitz,Rhein-Sieg-Kreis,Nordfriesland,Altötting,Altötting,politics,easy,False,"Altötting is the correct answer because it is a Landkreis (district) in Bavaria, Germany.  Bavaria is divided into 71 Kreise (counties), which include both Landkreise (rural districts) and kreisfreie Städte (independent cities).  Understanding this administrative structure is important for navigating German bureaucracy and understanding political organization. Altötting is known for its pilgrimage church, making it culturally significant.","Altötting ist die richtige Antwort, da es ein Landkreis in Bayern ist. Bayern ist in 71 Kreise unterteilt, darunter Landkreise und kreisfreie Städte. Das Verständnis dieser Verwaltungsstruktur ist wichtig für die Navigation durch die deutsche Bürokratie und das Verständnis der politischen Organisation. Altötting ist bekannt für seine Wallfahrtskirche und hat somit kulturelle Bedeutung.","This question tests knowledge of German administrative divisions, specifically the districts (Landkreise) within Bavaria.  It's crucial for understanding local governance and regional differences.","Diese Frage testet das Wissen über die deutschen Verwaltungsgliederung, insbesondere die Landkreise in Bayern. Es ist wichtig für das Verständnis der lokalen Verwaltung und der regionalen Unterschiede.","Think ""A"" for Altötting and ""A"" for Alps, as Bavaria is known for its Alpine region.","Denken Sie an ""A"" für Altötting und ""A"" für Alpen, da Bayern für seine Alpenregion bekannt ist.",,
333,Für wie viele Jahre wird der Landtag in Baden-Württemberg gewählt?,3,4,5,6,5,Politik,easy,False,"The correct answer is 5 years.  In Baden-Württemberg, as in all German states, the state parliament (Landtag) is elected for a term of 5 years. This is established in the state constitution and reflects the principle of representative democracy, where citizens elect representatives to govern for a set period.  This ensures regular accountability and allows for changes in political leadership based on the will of the people.","Die richtige Antwort ist 5 Jahre. Der Landtag in Baden-Württemberg, wie in allen deutschen Bundesländern, wird für eine Legislaturperiode von 5 Jahren gewählt. Dies ist in der Landesverfassung verankert und spiegelt das Prinzip der repräsentativen Demokratie wider, in der die Bürger Vertreter wählen, die für einen bestimmten Zeitraum regieren. Dies gewährleistet regelmäßige Rechenschaftspflicht und ermöglicht Veränderungen in der politischen Führung basierend auf dem Willen des Volkes.","This question tests knowledge of the German political system, specifically the electoral term length for state parliaments (Landtage).  It's crucial for integration to understand the structure and function of German governance at both the federal and state levels.","Diese Frage prüft das Wissen über das deutsche politische System, insbesondere die Wahlperiode der Landtage. Für die Integration ist es wichtig, die Struktur und Funktion der deutschen Regierungsführung auf Bundes- und Landesebene zu verstehen.","Think ""Fünf Jahre für den Landtag"" (Five years for the Landtag).  The alliteration helps it stick.","Denken Sie an ""Fünf Jahre für den Landtag"". Der Alliterationsreim hilft beim Merken.",,
334,Ab welchem Alter darf man in Baden-Württemberg bei Kommunalwahlen wählen?,14,16,18,20,16,politics,easy,False,"In Baden-Württemberg, Germany, 16 is the legal voting age for local elections (Kommunalwahlen). This reflects the state's emphasis on youth participation in local democracy.  The voting age for federal elections (Bundestag) is 18, but Baden-Württemberg, along with several other German states, has lowered the age for local elections to encourage earlier engagement in civic processes.","In Baden-Württemberg darf man ab 16 Jahren an Kommunalwahlen teilnehmen. Dieses Wahlrecht für Jugendliche unterstreicht die Bedeutung der frühzeitigen politischen Partizipation auf lokaler Ebene. Das Wahlalter für Bundestagswahlen liegt bei 18 Jahren, aber Baden-Württemberg und einige andere Bundesländer haben das Wahlalter für Kommunalwahlen gesenkt, um die Beteiligung junger Menschen an kommunalen Entscheidungen zu fördern.","This question tests knowledge of voting age requirements for local elections in Baden-Württemberg, highlighting the principle of devolved governance and youth participation in German democracy.",Diese Frage prüft das Wissen über das Wahlalter bei Kommunalwahlen in Baden-Württemberg und verdeutlicht das Prinzip der dezentralen Verwaltung und der Jugendbeteiligung in der deutschen Demokratie.,"Sweet Sixteen: In Baden-Württemberg, you can vote at sixteen for local elections.",Süße Sechzehn: Mit sechzehn darf man in Baden-Württemberg kommunal wählen gehen.,,
335,Welche Farben hat die Landesflagge von Baden-Württemberg?,blau-weiß-rot,schwarz-gold,weiß-blau,grün-weiß-rot,schwarz-gold,Politik,easy,False,"The correct answer is black-gold (schwarz-gold).  This is the official state flag of Baden-Württemberg, enshrined in the state constitution.  The colours represent the historical connection to the former Duchy of Württemberg, whose coat of arms featured three black antlers on a gold field.  Understanding the flag is important for integration as it symbolizes state identity and belonging.","Die richtige Antwort ist Schwarz-Gold. Dies ist die offizielle Landesflagge von Baden-Württemberg, die in der Landesverfassung verankert ist. Die Farben repräsentieren die historische Verbindung zum ehemaligen Herzogtum Württemberg, dessen Wappen drei schwarze Hirschstangen auf goldenem Grund zeigte. Das Verständnis der Flagge ist wichtig für die Integration, da sie die Identität und Zugehörigkeit zum Bundesland symbolisiert.","This question tests knowledge of German state symbols, specifically the flag of Baden-Württemberg.  This is essential for civic integration as it demonstrates an understanding of the state's identity and fosters a sense of belonging.","Diese Frage testet das Wissen über deutsche Landessymbole, insbesondere die Flagge von Baden-Württemberg. Dies ist wichtig für die Integration, da es Verständnis für die Identität des Landes zeigt und ein Zugehörigkeitsgefühl fördert.","Think ""Black Forest Gold"" to remember the black and gold of the Baden-Württemberg flag. The Black Forest is a famous area in Baden-Württemberg, and gold represents the richness of its history and culture.","Denken Sie an ""Schwarzwaldgold"", um sich an die Farben Schwarz und Gold der Baden-Württembergischen Flagge zu erinnern. Der Schwarzwald ist ein bekanntes Gebiet in Baden-Württemberg, und Gold steht für den Reichtum seiner Geschichte und Kultur.",,
336,Wo können Sie sich in Baden-Württemberg über politische Themen informieren?,beim Ordnungsamt der Gemeinde,bei der Verbraucherzentrale,bei der Landeszentrale für politische Bildung,bei den Kirchen,bei der Landeszentrale für politische Bildung,Politik,easy,False,"The Landeszentrale für politische Bildung (State Center for Political Education) is the correct answer because its explicit purpose is to provide non-partisan information about political topics.  It's a key institution in Germany's democratic system, promoting informed civic participation.  They offer resources like publications, seminars, and online materials to help people understand political issues and form their own opinions.  This aligns with the integration exam's focus on understanding German democracy and civic life.","Die Landeszentrale für politische Bildung ist die richtige Antwort, da ihre ausdrückliche Aufgabe darin besteht, überparteiliche Informationen zu politischen Themen bereitzustellen. Sie ist eine wichtige Institution im deutschen demokratischen System und fördert die informierte Bürgerbeteiligung. Sie bietet Ressourcen wie Publikationen, Seminare und Online-Materialien, um Menschen zu helfen, politische Fragen zu verstehen und sich ihre eigene Meinung zu bilden. Dies entspricht dem Fokus des Integrationstests auf das Verständnis der deutschen Demokratie und des bürgerlichen Lebens.","This question tests knowledge of resources for political education in Germany, essential for informed participation in a democratic society.","Diese Frage prüft das Wissen über Ressourcen zur politischen Bildung in Deutschland, die für eine informierte Teilnahme an einer demokratischen Gesellschaft unerlässlich sind.","Think ""Politics - People - Bildung"":  Political education is for the people, provided by the Landeszentrale für politische Bildung.","Denken Sie an ""Politik - Publikum - Bildung"": Politische Bildung ist für das Publikum, bereitgestellt von der Landeszentrale für politische Bildung.",,
337,Die Landeshauptstadt von Baden-Württemberg heißt ...,Heidelberg.,Stuttgart.,Karlsruhe.,Mannheim,Stuttgart.,politics,easy,False,"Stuttgart is the correct answer because it is the officially designated capital city of the German state of Baden-Württemberg. This was established in the state's constitution after World War II.  Understanding the structure of German federalism is key here: Germany is divided into states (Bundesländer), each with its own capital. Stuttgart serves as the political and administrative center of Baden-Württemberg, housing the state parliament (Landtag), ministries, and other important institutions.","Stuttgart ist die richtige Antwort, da es die offiziell festgelegte Hauptstadt des Bundeslandes Baden-Württemberg ist. Dies wurde in der Landesverfassung nach dem Zweiten Weltkrieg festgelegt. Das Verständnis des deutschen Föderalismus ist hier zentral: Deutschland ist in Bundesländer unterteilt, die jeweils eine eigene Hauptstadt haben. Stuttgart dient als politisches und administratives Zentrum von Baden-Württemberg und beherbergt den Landtag, Ministerien und andere wichtige Institutionen.","This question tests knowledge of German political geography, specifically the capitals of the German states (Bundesländer).  It's crucial for integration to understand Germany's federal structure.","Diese Frage testet das Wissen über die deutsche politische Geographie, insbesondere die Hauptstädte der Bundesländer. Für die Integration ist es wichtig, die föderale Struktur Deutschlands zu verstehen.","Think of Stuttgart as ""Stutt-gart-en"" (garden in German), and imagine a grand garden representing the state's capital.","Denken Sie an Stuttgart als ""Stutt-gart-en"", und stellen Sie sich einen prächtigen Garten vor, der die Landeshauptstadt repräsentiert.",,
339,Wie nennt man die Regierungschefin/den Regierungschef in Hamburg?,Erste Ministerin/Erster Minister,Erste Bürgermeisterin/Erster Bürgermeister,Regierende Senatorin/Regierender Senator,Oberbürgermeisterin/Oberbürgermeister,Erste Bürgermeisterin/Erster Bürgermeister,Politik und Gesellschaft,easy,False,"In Germany, the title of the head of government varies by state. Hamburg, being a city-state, calls its leader the ""Erste Bürgermeisterin/Erster Bürgermeister"" (First Mayor). This title reflects Hamburg's unique history as a free city with a strong mayoral tradition.  The term Bürgermeister is used in many German cities, but the ""Erste/r"" denotes the head of government in city-states like Hamburg and Bremen.","In Deutschland variiert die Bezeichnung des Regierungschefs je nach Bundesland. Hamburg, als Stadtstaat, nennt seinen Regierungschef ""Erste Bürgermeisterin/Erster Bürgermeister"". Dieser Titel spiegelt Hamburgs einzigartige Geschichte als freie Stadt mit einer starken Bürgermeistertradition wider. Der Begriff Bürgermeister wird in vielen deutschen Städten verwendet, aber die Bezeichnung ""Erste/r"" kennzeichnet den Regierungschef in Stadtstaaten wie Hamburg und Bremen.","This question tests knowledge of German political structure, specifically the different titles for heads of government in various states.  Understanding this is crucial for navigating civic life and engaging in political discussions.","Diese Frage prüft das Wissen über die deutsche politische Struktur, insbesondere die unterschiedlichen Bezeichnungen für Regierungschefs in den verschiedenen Bundesländern. Dieses Verständnis ist entscheidend für die Orientierung im gesellschaftlichen Leben und die Teilnahme an politischen Diskussionen.","Think ""Hamburg's Big Boss is the Bürgermeister."" The alliteration helps link Hamburg with Bürgermeister, and ""Big Boss"" emphasizes the leadership role.","Denken Sie an ""Hamburgs Boss ist der Bürgermeister"". Der Alliterations hilft, Hamburg mit Bürgermeister zu verbinden, und ""Boss"" betont die Führungsrolle.",,
340,Welche Ministerin/welchen Minister hat Sachsen nicht?,Justizministerin/Justizminister,Außenministerin/Außenminister,Finanzministerin/Finanzminister,Innenministerin/Innenminister,Außenministerin/Außenminister,Politik,easy,False,"The correct answer is B, Außenministerin/Außenminister (Foreign Minister).  German states (Bundesländer) like Sachsen have their own governments and parliaments responsible for internal affairs such as justice, finance, and internal security.  However, foreign policy is handled exclusively at the federal level by the German Federal Foreign Office, led by the Foreign Minister.  This division of power is enshrined in the German Basic Law (Grundgesetz).","Die richtige Antwort ist B, Außenministerin/Außenminister. Deutsche Bundesländer wie Sachsen haben ihre eigenen Regierungen und Parlamente, die für innere Angelegenheiten wie Justiz, Finanzen und innere Sicherheit zuständig sind. Die Außenpolitik wird jedoch ausschließlich auf Bundesebene vom Auswärtigen Amt unter der Leitung des Außenministers/der Außenministerin wahrgenommen. Diese Gewaltenteilung ist im Grundgesetz verankert.","This question tests the distribution of powers between the federal government and state governments in Germany. Specifically, it highlights the federal government's exclusive authority over foreign policy.",Diese Frage prüft die Kompetenzverteilung zwischen Bund und Ländern in Deutschland. Insbesondere wird die ausschließliche Zuständigkeit des Bundes für die Außenpolitik hervorgehoben.,Think 'Aussen' is 'outside' Germany - only the federal government handles what's 'outside'.,"Denken Sie daran: 'Aussen' ist 'außerhalb' Deutschlands - nur der Bund kümmert sich um das, was 'außen' ist.",,
341,Welches Wappen gehört zum Bundesland Sachsen?,Bild 1,Bild 2,Bild 3,Bild 4,Bild 4,Politik,easy,True,"Image D is correct because it shows the coat of arms of Saxony, featuring black and gold horizontal stripes with a green crancelin (a stylized crown or wreath) running diagonally.  Understanding German federalism is key to the integration exam. Each Bundesland has unique symbols reflecting its history and identity.  The Saxon coat of arms is legally defined and represents the state's sovereignty.","Bild D ist richtig, da es das Wappen Sachsens zeigt, mit schwarzen und goldenen horizontalen Streifen und einer grünen Raute (stilisierte Krone oder Kranz) diagonal darüber. Für die Integrationsprüfung ist das Verständnis des deutschen Föderalismus zentral. Jedes Bundesland hat einzigartige Symbole, die seine Geschichte und Identität widerspiegeln. Das sächsische Wappen ist gesetzlich definiert und repräsentiert die Souveränität des Landes.","German Federalism: Each of the 16 Bundesländer has its own coat of arms, flag, and other symbols representing its unique history and identity.","Deutscher Föderalismus: Jedes der 16 Bundesländer hat sein eigenes Wappen, seine eigene Flagge und andere Symbole, die seine einzigartige Geschichte und Identität repräsentieren.","Think of the ""crancelin"" as a ""crown"" for Saxony.","Denken Sie an die ""Raute"" als ""Krone"" für Sachsen.",,
342,Welches ist ein Landkreis in Baden-Württemberg?,Mecklenburgische Seenplatte,Neckar-Odenwald-Kreis,Nordfriesland,Altötting,Neckar-Odenwald-Kreis,Politics and Society,easy,False,"The correct answer is B) Neckar-Odenwald-Kreis.  This is a rural district (Landkreis) located in the north of Baden-Württemberg, Germany.  Understanding Germany's federal system is crucial for integration.  Germany is divided into states (Bundesländer), which are further divided into districts (Landkreise) and independent cities (kreisfreie Städte).  The integration exam tests this knowledge to ensure residents understand the administrative structure of their new home.  Knowing where you live within this structure is a fundamental aspect of civic participation.","Die richtige Antwort ist B) Neckar-Odenwald-Kreis. Dies ist ein Landkreis im Norden von Baden-Württemberg, Deutschland. Das Verständnis des föderalen Systems Deutschlands ist entscheidend für die Integration. Deutschland ist in Bundesländer unterteilt, die wiederum in Landkreise und kreisfreie Städte unterteilt sind. Der Integrationstest prüft dieses Wissen, um sicherzustellen, dass die Einwohner die Verwaltungsstruktur ihrer neuen Heimat verstehen. Zu wissen, wo man innerhalb dieser Struktur lebt, ist ein grundlegender Aspekt der bürgerlichen Teilhabe.",This question tests knowledge of Germany's federal structure and the administrative divisions within Baden-Württemberg.  It's essential for integration to understand the different levels of government and their responsibilities.,"Diese Frage testet das Wissen über die föderale Struktur Deutschlands und die Verwaltungsgliederung in Baden-Württemberg. Für die Integration ist es wichtig, die verschiedenen Regierungsebenen und ihre Zuständigkeiten zu verstehen.","Think ""Necklace in the Woods"" (Neckar-Odenwald) to remember this district in Baden-Württemberg. Imagine a beautiful necklace hanging from a tree in the Odenwald forest.","Denken Sie an ""Halskette im Wald"" (Neckar-Odenwald), um sich an diesen Landkreis in Baden-Württemberg zu erinnern. Stellen Sie sich eine schöne Halskette vor, die an einem Baum im Odenwald hängt.",,
343,Für wie viele Jahre wird der Landtag in Bayern gewählt?,3,4,5,6,5,Politik,easy,False,The correct answer is 5 years.  The Bavarian Landtag (state parliament) is elected every five years. This is established in the Bavarian Constitution (Bayerische Verfassung).  This aligns with the general democratic principle of regular elections to ensure accountability and representation.  Understanding this is crucial for participating in the Bavarian political system.,Die richtige Antwort ist 5 Jahre. Der Bayerische Landtag wird alle fünf Jahre gewählt. Dies ist in der Bayerischen Verfassung festgelegt.  Es entspricht dem demokratischen Grundsatz regelmäßiger Wahlen zur Sicherstellung von Verantwortlichkeit und Repräsentation. Dieses Verständnis ist entscheidend für die Teilnahme am politischen System Bayerns.,"This question tests knowledge of the Bavarian political system, specifically the electoral term length for the Landtag.  It assesses understanding of the fundamental democratic principle of representative government and regular elections.","Diese Frage prüft das Wissen über das bayerische politische System, insbesondere die Wahlperiode des Landtags. Es bewertet das Verständnis des demokratischen Grundprinzips der repräsentativen Regierung und der regelmäßigen Wahlen.","Think ""Fünf Jahre für Bayern"" (Five Years for Bavaria) to remember the 5-year term.","Merke dir ""Fünf Jahre für Bayern"" für die 5-jährige Amtszeit.",,
344,Ab welchem Alter darf man in Baden-Württemberg bei Kommunalwahlen wählen?,14,16,18,20,16,Politics,easy,False,"In Baden-Württemberg, the voting age for local elections is 16. This is part of a broader trend in Germany to lower the voting age for local elections, aiming to increase youth participation in politics and give younger people a voice in decisions affecting their communities.  This right is enshrined in the state's electoral laws and reflects the value placed on democratic participation from a younger age.","In Baden-Württemberg darf man ab 16 Jahren an Kommunalwahlen teilnehmen. Dies ist Teil eines breiteren Trends in Deutschland, das Wahlalter für Kommunalwahlen zu senken, um die Beteiligung junger Menschen an der Politik zu erhöhen und ihnen eine Stimme bei Entscheidungen zu geben, die ihre Gemeinden betreffen. Dieses Recht ist in den Wahlgesetzen des Landes verankert und spiegelt den Wert wider, der auf die demokratische Beteiligung ab einem jüngeren Alter gelegt wird.","This question tests knowledge of voting rights and regulations specific to Baden-Württemberg, highlighting the differences between local and federal election laws in Germany.",Diese Frage prüft das Wissen über die Wahlrechte und -bestimmungen in Baden-Württemberg und hebt die Unterschiede zwischen den Gesetzen für Kommunal- und Bundestagswahlen in Deutschland hervor.,Sweet Sixteen:  Think of celebrating a 'sweet sixteen' birthday by voting in local elections in Baden-Württemberg.,"Süße Sechzehn: Denken Sie daran, einen ""süßen sechzehnten"" Geburtstag zu feiern, indem Sie in Baden-Württemberg an Kommunalwahlen teilnehmen.",,
345,Welche Farben hat die Landesflagge von Baden-Württemberg?,blau-weiß-rot,schwarz-gold,weiß-blau,grün-weiß-rot,schwarz-gold,Politik,easy,False,"The correct answer is black-gold (schwarz-gold).  This is the official state flag of Baden-Württemberg, enshrined in the state constitution.  The colours represent the historical connection to the former Duchy of Württemberg, whose coat of arms featured three black antlers on a gold field.  Understanding the flag is important for integration as it symbolizes state identity and belonging.","Die richtige Antwort ist Schwarz-Gold. Dies ist die offizielle Landesflagge von Baden-Württemberg, die in der Landesverfassung verankert ist. Die Farben repräsentieren die historische Verbindung zum ehemaligen Herzogtum Württemberg, dessen Wappen drei schwarze Hirschstangen auf goldenem Grund zeigte. Das Verständnis der Flagge ist wichtig für die Integration, da sie die Identität und Zugehörigkeit zum Bundesland symbolisiert.","This question tests knowledge of German state symbols, specifically the flag of Baden-Württemberg.  This is essential for integration as it demonstrates an understanding of the state's identity and fosters a sense of belonging.","Diese Frage testet das Wissen über deutsche Landessymbole, insbesondere die Flagge von Baden-Württemberg. Dies ist wichtig für die Integration, da es Verständnis für die Identität des Landes zeigt und ein Zugehörigkeitsgefühl fördert.","Think ""Black Forest Gold"" to remember the black and gold of the Baden-Württemberg flag, associating it with the famous Black Forest region within the state.","Denken Sie an ""Schwarzwaldgold"", um sich an die Farben Schwarz und Gold der Baden-Württembergischen Flagge zu erinnern, und verbinden Sie sie mit dem berühmten Schwarzwald in diesem Bundesland.",,
346,Wo können Sie sich in Baden-Württemberg über politische Themen informieren?,beim Ordnungsamt der Gemeinde,bei der Verbraucherzentrale,bei der Landeszentrale für politische Bildung,bei den Kirchen,bei der Landeszentrale für politische Bildung,Politik,easy,False,"The correct answer is 'bei der Landeszentrale für politische Bildung' (State Agency for Civic Education) because these agencies are specifically tasked with providing non-partisan information about political topics.  They offer resources like brochures, websites, and seminars to help people understand the political system, form their own opinions, and participate in democracy.  This is crucial for integration as it empowers individuals to engage with German society and politics.  The Landeszentrale exists in each German state, reflecting the federal structure of the country.","Die richtige Antwort ist 'bei der Landeszentrale für politische Bildung', da diese Einrichtungen speziell dafür zuständig sind, über politische Themen neutral zu informieren. Sie bieten Ressourcen wie Broschüren, Websites und Seminare an, um Menschen zu helfen, das politische System zu verstehen, sich eigene Meinungen zu bilden und an der Demokratie teilzunehmen. Dies ist für die Integration von entscheidender Bedeutung, da es den Einzelnen befähigt, sich mit der deutschen Gesellschaft und Politik auseinanderzusetzen. Die Landeszentrale existiert in jedem Bundesland und spiegelt den föderalen Aufbau Deutschlands wider.","This question tests knowledge of resources for political education and active participation in German democracy, essential for successful integration.","Diese Frage prüft das Wissen über Ressourcen zur politischen Bildung und aktiven Teilnahme an der deutschen Demokratie, was für eine erfolgreiche Integration unerlässlich ist.","Think ""Politics? Landeszentrale!"", connecting political information directly with the institution responsible.","Denken Sie an ""Politik? Landeszentrale!"", um politische Informationen direkt mit der zuständigen Institution zu verbinden.",,
347,Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?,Elternzeit,Mutterschutz,Geburtsvorbereitung,Wochenbett,Mutterschutz,Familie und Partnerschaft,easy,False,"The correct answer is 'Mutterschutz' (maternity protection).  In Germany, this legally mandated protection period covers roughly six weeks before and eight weeks after childbirth (longer for premature or multiple births).  It's designed to safeguard the mother's health and well-being during this vulnerable time, allowing her to recover physically and bond with her newborn.  Culturally, Mutterschutz reflects Germany's commitment to family welfare and the importance of a healthy start for both mother and child.  The Mutterschutzgesetz (Maternity Protection Act) is the key legislation governing these rights, including employment protection, financial support, and health check-ups.","Die richtige Antwort ist 'Mutterschutz'.  Dieser Schutz ist gesetzlich im Mutterschutzgesetz (MuSchG) verankert und umfasst einen Zeitraum von etwa sechs Wochen vor und acht Wochen nach der Geburt (länger bei Früh- oder Mehrlingsgeburten). Er dient dem Schutz der Gesundheit der Mutter und soll ihr ermöglichen, sich körperlich zu erholen und eine Bindung zum Kind aufzubauen. Kulturell spiegelt der Mutterschutz die Bedeutung wider, die Deutschland dem Familienwohl und einem gesunden Start für Mutter und Kind beimisst. Das MuSchG regelt unter anderem den Kündigungsschutz, die finanzielle Unterstützung und die Gesundheitsvorsorge.","This question tests knowledge of legal protections for pregnant women and new mothers in Germany, specifically the concept of Mutterschutz.  It highlights the importance of social support systems for families within German society.","Diese Frage prüft das Wissen über den gesetzlichen Schutz von schwangeren Frauen und jungen Müttern in Deutschland, insbesondere den Mutterschutz. Sie unterstreicht die Bedeutung der sozialen Unterstützungssysteme für Familien in der deutschen Gesellschaft.","Think ""**Mutter**schutz protects the **Mother**.""  The similar-sounding words make it easy to remember the connection.","""**Mutter**schutz schützt die **Mutter**."" Die ähnlichen Wörter machen es leicht, die Verbindung zu merken.",,
349,Wie nennt man die Regierungschefin/den Regierungschef in Sachsen?,Erste Ministerin/Erster Minister,Premierministerin/Premierminister,Bürgermeisterin/Bürgermeister,Ministerpräsidentin/Ministerpräsident,Ministerpräsidentin/Ministerpräsident,Politik und Gesellschaft,easy,False,"The correct title for the head of government in the German state of Saxony is ""Ministerpräsidentin/Ministerpräsident.""  Germany is a federal republic, meaning it's divided into states (Bundesländer), each with its own government.  Saxony, like most German states, uses this title for its leader, who is the equivalent of a state governor or premier.  This title reflects the state's autonomy within the federal system.","Der korrekte Titel für die Regierungschefin/den Regierungschef in Sachsen ist ""Ministerpräsidentin/Ministerpräsident"". Deutschland ist ein föderaler Bundesstaat, das heißt, er ist in Bundesländer unterteilt, die jeweils eine eigene Regierung haben. Sachsen verwendet, wie die meisten Bundesländer, diesen Titel für seinen Regierungschef, der dem eines Ministerpräsidenten entspricht. Dieser Titel spiegelt die Autonomie des Bundeslandes innerhalb des föderalen Systems wider.","This question tests knowledge of German political structure, specifically the titles of government leaders at the state level within Germany's federal system.","Diese Frage prüft das Wissen über die deutsche politische Struktur, insbesondere die Titel der Regierungschefs auf Landesebene innerhalb des föderalen Systems Deutschlands.","Think ""Minister President"" manages a Mini-State (Bundesland).","Denken Sie an ""Ministerpräsident"" leitet ein Mini-Staat (Bundesland).",,
