id,question,options,correct,category,difficulty,question_type,state,page_number,is_image_question,image_paths,image_mapping
176,Wie waren die Besatzungszonen Deutschlands nach 1945 verteilt?,"[""1=Gro\u00dfbritannien, 2=Sowjetunion, 3=Frankreich, 4=USA"", ""1=Sowjetunion, 2=Gro\u00dfbritannien, 3=USA, 4=Frankreich"", ""1=Gro\u00dfbritannien, 2=Sowjetunion, 3=USA, 4=Frankreich"", ""1=Gro\u00dfbritannien, 2=USA, 3=Sowjetunion, 4=Frankreich""]","1=Großbritannien, 2=Sowjetunion, 3=USA, 4=Frankreich",Geschichte,medium,general,,59,False,"[""176.png""]",single
177,Welche deutsche Stadt wurde nach dem Zweiten Weltkrieg in vier Sektoren aufgeteilt?,"[""M\u00fcnchen"", ""Berlin"", ""Dresden"", ""Frankfurt/Oder""]",Berlin,Geschichte,easy,general,,59,False,[],
178,Vom Juni 1948 bis zum Mai 1949 wurden die Bürgerinnen und Bürger von West-Berlin durch eine Luftbrücke versorgt. Welcher Umstand war dafür verantwortlich?,"[""F\u00fcr Frankreich war eine Versorgung der West-Berliner Bev\u00f6lkerung mit dem Flugzeug kosteng\u00fcnstiger."", ""Die amerikanischen Soldatinnen und Soldaten hatten beim Landtransport Angst vor \u00dcberf\u00e4llen."", ""F\u00fcr Gro\u00dfbritannien war die Versorgung \u00fcber die Luftbr\u00fccke schneller."", ""Die Sowjetunion unterbrach den gesamten Verkehr auf dem Landwege.""]",Die Sowjetunion unterbrach den gesamten Verkehr auf dem Landwege.,Geschichte,medium,general,,60,False,[],
179,Wie endete der Zweite Weltkrieg in Europa offiziell?,"[""mit dem Tod Adolf Hitlers"", ""durch die bedingungslose Kapitulation Deutschlands"", ""mit dem R\u00fcckzug der Deutschen aus den besetzten Gebieten"", ""durch eine Revolution in Deutschland""]",durch die bedingungslose Kapitulation Deutschlands,Geschichte,easy,general,,60,False,[],
180,Der erste Bundeskanzler der Bundesrepublik Deutschland war …,"[""Ludwig Erhard."", ""Willy Brandt."", ""Konrad Adenauer."", ""Gerhard Schr\u00f6der.""]",Konrad Adenauer.,Geschichte,easy,general,,60,False,[],
181,Was wollte Willy Brandt mit seinem Kniefall 1970 im ehemaligen jüdischen Ghetto in Warschau ausdrücken?,"[""Er hat sich den ehemaligen Alliierten unterworfen."", ""Er bat Polen und die polnischen Juden um Vergebung."", ""Er zeigte seine Demut vor dem Warschauer Pakt."", ""Er sprach ein Gebet am Grab des Unbekannten Soldaten.""]",Er bat Polen und die polnischen Juden um Vergebung.,Geschichte,medium,general,,61,False,"[""181.png""]",single
182,Wie heißt das jüdische Gebetshaus?,"[""Basilika"", ""Moschee"", ""Synagoge"", ""Kirche""]",Synagoge,Kultur und Gesellschaft,easy,general,,61,False,[],
183,"Wann war in der Bundesrepublik Deutschland das ""Wirtschaftswunder""?","[""40er Jahre"", ""50er Jahre"", ""70er Jahre"", ""80er Jahre""]",50er Jahre,Geschichte,easy,general,,61,False,[],
184,Auf welcher rechtlichen Grundlage wurde der Staat Israel gegründet?,"[""eine Resolution der Vereinten Nationen"", ""ein Beschluss des Zionistenkongresses"", ""ein Vorschlag der Bundesregierung"", ""ein Vorschlag der UdSSR""]",eine Resolution der Vereinten Nationen,Geschichte,hard,general,,62,False,[],
185,"Wofür stand der Ausdruck ""Eiserner Vorhang""? Für die Abschottung …","[""des Warschauer Pakts gegen den Westen"", ""Norddeutschlands gegen S\u00fcddeutschland"", ""Nazi-Deutschlands gegen die Alliierten"", ""Europas gegen die USA""]",des Warschauer Pakts gegen den Westen,Geschichte,medium,general,,62,False,[],
186,"Im Jahr 1953 gab es in der DDR einen Aufstand, an den lange Zeit in der Bundesrepublik Deutschland ein Feiertag erinnerte. Wann war das?","[""1. Mai"", ""17. Juni"", ""20. Juli"", ""9. November""]",17. Juni,Geschichte,medium,general,,62,False,[],
187,"Welcher deutsche Staat hatte eine schwarz-rot-goldene Flagge mit Hammer, Zirkel und Ährenkranz?","[""Preu\u00dfen"", ""Bundesrepublik Deutschland"", ""\""Drittes Reich\"""", ""DDR""]",DDR,Geschichte,easy,general,,63,True,"[""187.png""]",single
188,In welchem Jahr wurde die Mauer in Berlin gebaut?,"[""1953"", ""1956"", ""1959"", ""1961""]",1961,Geschichte,easy,general,,63,False,[],
189,Wann baute die DDR die Mauer in Berlin?,"[""1919"", ""1933"", ""1961"", ""1990""]",1961,Geschichte,easy,general,,63,False,[],
190,Was bedeutet die Abkürzung DDR?,"[""Dritter Deutscher Rundfunk"", ""Die Deutsche Republik"", ""Dritte Deutsche Republik"", ""Deutsche Demokratische Republik""]",Deutsche Demokratische Republik,Geschichte,easy,general,,64,False,[],
191,Wann wurde die Mauer in Berlin für alle geöffnet?,"[""1987"", ""1989"", ""1992"", ""1995""]",1989,Geschichte,easy,general,,64,False,[],
192,Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?,"[""Brandenburg"", ""Bayern"", ""Saarland"", ""Hessen""]",Brandenburg,Föderalismus,easy,general,,64,False,[],
193,Von 1961 bis 1989 war Berlin …,"[""ohne B\u00fcrgermeister."", ""ein eigener Staat."", ""durch eine Mauer geteilt."", ""nur mit dem Flugzeug erreichbar.""]",durch eine Mauer geteilt.,Geschichte,easy,general,,65,False,[],
194,Am 3. Oktober feiert man in Deutschland den Tag der Deutschen …,"[""Einheit."", ""Nation."", ""Bundesl\u00e4nder."", ""St\u00e4dte.""]",Einheit.,Kultur und Gesellschaft,easy,general,,65,False,[],
195,Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?,"[""Hessen"", ""Sachsen-Anhalt"", ""Nordrhein-Westfalen"", ""Saarland""]",Sachsen-Anhalt,Föderalismus,easy,general,,65,False,[],
196,"Warum nennt man die Zeit im Herbst 1989 in der DDR ""Die Wende""? In dieser Zeit veränderte sich die DDR politisch …","[""von einer Diktatur zur Demokratie."", ""von einer liberalen Marktwirtschaft zum Sozialismus."", ""von einer Monarchie zur Sozialdemokratie."", ""von einem religi\u00f6sen Staat zu einem kommunistischen Staat.""]",von einer Diktatur zur Demokratie.,Geschichte,medium,general,,66,False,[],
197,Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?,"[""Th\u00fcringen"", ""Hessen"", ""Bayern"", ""Bremen""]",Thüringen,Föderalismus,easy,general,,66,False,[],
198,Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?,"[""Bayern"", ""Niedersachsen"", ""Sachsen"", ""Baden-W\u00fcrttemberg""]",Sachsen,Föderalismus,easy,general,,66,False,[],
199,"Mit der Abkürzung ""Stasi"" meinte man in der DDR …","[""das Parlament."", ""das Ministerium f\u00fcr Staatssicherheit."", ""eine regierende Partei."", ""das Ministerium f\u00fcr Volksbildung.""]",das Ministerium für Staatssicherheit.,Geschichte,medium,general,,67,False,[],
200,Welches heutige deutsche Bundesland gehörte früher zum Gebiet der DDR?,"[""Hessen"", ""Schleswig-Holstein"", ""Mecklenburg-Vorpommern"", ""Saarland""]",Mecklenburg-Vorpommern,Föderalismus,easy,general,,67,False,[],
201,"Welche der folgenden Auflistungen enthält nur Bundesländer, die zum Gebiet der früheren DDR gehörten?","[""Niedersachsen, Nordrhein-Westfalen, Hessen, Schleswig-Holstein, Brandenburg"", ""Mecklenburg-Vorpommern, Brandenburg, Sachsen, Sachsen-Anhalt, Th\u00fcringen"", ""Bayern, Baden-W\u00fcrttemberg, Rheinland-Pfalz, Th\u00fcringen, Sachsen"", ""Sachsen, Th\u00fcringen, Hessen, Niedersachen, Brandenburg""]","Mecklenburg-Vorpommern, Brandenburg, Sachsen, Sachsen-Anhalt, Thüringen",Föderalismus,medium,general,,67,False,[],
202,"Zu wem gehörte die DDR im ""Kalten Krieg""?","[""zu den Westm\u00e4chten"", ""zum Warschauer Pakt"", ""zur NATO"", ""zu den blockfreien Staaten""]",zum Warschauer Pakt,Geschichte,medium,general,,68,False,[],
203,Wie hieß das Wirtschaftssystem der DDR?,"[""Marktwirtschaft"", ""Planwirtschaft"", ""Angebot und Nachfrage"", ""Kapitalismus""]",Planwirtschaft,Geschichte,medium,general,,68,False,[],
204,Wie wurden die Bundesrepublik Deutschland und die DDR zu einem Staat?,"[""Die Bundesrepublik hat die DDR besetzt."", ""Die heutigen f\u00fcnf \u00f6stlichen Bundesl\u00e4nder sind der Bundesrepublik Deutschland beigetreten."", ""Die westlichen Bundesl\u00e4nder sind der DDR beigetreten."", ""Die DDR hat die Bundesrepublik Deutschland besetzt.""]",Die heutigen fünf östlichen Bundesländer sind der Bundesrepublik Deutschland beigetreten.,Geschichte,medium,general,,68,False,[],
205,Mit dem Beitritt der DDR zur Bundesrepublik Deutschland gehören die neuen Bundesländer nun auch …,"[""zur Europ\u00e4ischen Union."", ""zum Warschauer Pakt."", ""zur OPEC."", ""zur Europ\u00e4ischen Verteidigungsgemeinschaft.""]",zur Europäischen Union.,Geschichte,medium,general,,69,False,[],
206,Woran erinnern die sogenannten „Stolpersteine“ in Deutschland?,"[""an ber\u00fchmte deutsche Politikerinnen und Politiker"", ""an die Opfer des Nationalsozialismus"", ""an Verkehrstote"", ""an bekannte j\u00fcdische Musiker""]",an die Opfer des Nationalsozialismus,Geschichte,medium,general,,69,False,[],
207,In welchem Militärbündnis war die DDR Mitglied?,"[""in der NATO"", ""im Rheinbund"", ""im Warschauer Pakt"", ""im Europab\u00fcndnis""]",im Warschauer Pakt,Geschichte,easy,general,,69,False,[],
208,"Was war die ""Stasi""?","[""der Geheimdienst im \""Dritten Reich\"""", ""eine ber\u00fchmte deutsche Gedenkst\u00e4tte"", ""der Geheimdienst der DDR"", ""ein deutscher Sportverein w\u00e4hrend des Zweiten Weltkrieges""]",der Geheimdienst der DDR,Geschichte,easy,general,,70,False,[],
209,Welches war das Wappen der Deutschen Demokratischen Republik?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 1,Geschichte,medium,general,,70,True,"[""images/page_78_img_2.png"", ""images/page_78_img_3.png"", ""images/page_78_img_4.png"", ""images/page_78_img_5.jpeg""]",option_images
210,Was ereignete sich am 17. Juni 1953 in der DDR?,"[""der feierliche Beitritt zum Warschauer Pakt"", ""landesweite Streiks und ein Volksaufstand"", ""der 1. SED-Parteitag"", ""der erste Besuch Fidel Castros""]",landesweite Streiks und ein Volksaufstand,Geschichte,hard,general,,70,False,[],
211,"Welcher Politiker steht für die ""Ostverträge""?","[""Helmut Kohl"", ""Willy Brandt"", ""Michail Gorbatschow"", ""Ludwig Erhard""]",Willy Brandt,Geschichte,medium,general,,71,False,[],
212,Wie heißt Deutschland mit vollem Namen?,"[""Bundesstaat Deutschland"", ""Bundesl\u00e4nder Deutschland"", ""Bundesrepublik Deutschland"", ""Bundesbezirk Deutschland""]",Bundesrepublik Deutschland,Allgemein,easy,general,,71,False,[],
213,Wie viele Einwohner hat Deutschland?,"[""70 Millionen"", ""78 Millionen"", ""84 Millionen"", ""90 Millionen""]",84 Millionen,Geografie,easy,general,,71,False,[],
214,Welche Farben hat die deutsche Flagge?,"[""schwarz-rot-gold"", ""rot-wei\u00df-schwarz"", ""schwarz-rot-gr\u00fcn"", ""schwarz-gelb-rot""]",schwarz-rot-gold,Allgemein,easy,general,,72,True,[],
215,"Wer wird als ""Kanzler der Deutschen Einheit"" bezeichnet?","[""Gerhard Schr\u00f6der"", ""Helmut Kohl"", ""Konrad Adenauer"", ""Helmut Schmidt""]",Helmut Kohl,Geschichte,medium,general,,72,False,[],
216,Welches Symbol ist im Plenarsaal des Deutschen Bundestages zu sehen?,"[""der Bundesadler"", ""die Fahne der Stadt Berlin"", ""der Reichsadler"", ""die Reichskrone""]",der Bundesadler,Demokratie und Wahlen,easy,general,,72,False,"[""images/page_81_img_1.png""]",single
217,In welchem Zeitraum gab es die Deutsche Demokratische Republik (DDR)?,"[""1919 bis 1927"", ""1933 bis 1945"", ""1945 bis 1961"", ""1949 bis 1990""]",1949 bis 1990,Geschichte,easy,general,,73,False,[],
218,Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?,"[""4"", ""5"", ""6"", ""7""]",5,Geschichte,easy,general,,73,False,[],
219,Die Bundesrepublik Deutschland hat die Grenzen von heute seit …,"[""1933"", ""1949"", ""1971"", ""1990""]",1990,Geschichte,easy,general,,73,False,[],
220,Der 27. Januar ist in Deutschland ein offizieller Gedenktag. Woran erinnert dieser Tag?,"[""an das Ende des Zweiten Weltkrieges"", ""an die Verabschiedung des Grundgesetzes"", ""an die Wiedervereinigung Deutschlands"", ""an die Opfer des Nationalsozialismus (Tag der Befreiung des Vernichtungslagers Auschwitz)""]",an die Opfer des Nationalsozialismus (Tag der Befreiung des Vernichtungslagers Auschwitz),Geschichte,medium,general,,74,False,[],
221,Deutschland ist Mitglied des Schengener Abkommens. Was bedeutet das?,"[""Deutsche k\u00f6nnen in viele L\u00e4nder Europas ohne Passkontrolle reisen."", ""Alle Menschen k\u00f6nnen ohne Personenkontrolle in Deutschland einreisen."", ""Deutsche k\u00f6nnen ohne Passkontrolle in jedes Land reisen."", ""Deutsche k\u00f6nnen in jedem Land mit dem Euro bezahlen.""]",Deutsche können in viele Länder Europas ohne Passkontrolle reisen.,Allgemein,medium,general,,74,False,[],
222,Welches Land ist ein Nachbarland von Deutschland?,"[""Ungarn"", ""Portugal"", ""Spanien"", ""Schweiz""]",Schweiz,Geografie,easy,general,,74,False,[],
223,Welches Land ist ein Nachbarland von Deutschland?,"[""Rum\u00e4nien"", ""Bulgarien"", ""Polen"", ""Griechenland""]",Polen,Geografie,easy,general,,75,False,[],
224,Was bedeutet die Abkürzung EU?,"[""Europ\u00e4ische Unternehmen"", ""Europ\u00e4ische Union"", ""Einheitliche Union"", ""Euro Union""]",Europäische Union,Allgemein,easy,general,,75,False,[],
225,In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?,"[""Tschechien"", ""Norwegen"", ""Spanien"", ""\u00d6sterreich""]",Österreich,Kultur und Gesellschaft,easy,general,,75,False,[],
226,Welche ist die Flagge der Europäischen Union?,"[""Bild 1"", ""Bild 2"", ""Bild 3"", ""Bild 4""]",Bild 3,Allgemein,easy,general,,76,True,"[""images/page_85_img_2.png"", ""images/page_85_img_3.jpeg"", ""images/page_85_img_4.jpeg"", ""images/page_85_img_5.jpeg""]",option_images
227,Welches Land ist ein Nachbarland von Deutschland?,"[""Finnland"", ""D\u00e4nemark"", ""Norwegen"", ""Schweden""]",Dänemark,Geografie,easy,general,,76,False,[],
228,Wie wird der Beitritt der DDR zur Bundesrepublik Deutschland im Jahr 1990 allgemein genannt?,"[""NATO-Osterweiterung"", ""EU-Osterweiterung"", ""Deutsche Wiedervereinigung"", ""Europ\u00e4ische Gemeinschaft""]",Deutsche Wiedervereinigung,Geschichte,easy,general,,76,False,[],
229,Welches Land ist ein Nachbarland von Deutschland?,"[""Spanien"", ""Bulgarien"", ""Norwegen"", ""Luxemburg""]",Luxemburg,Geografie,easy,general,,77,False,[],
230,"Das Europäische Parlament wird regelmäßig gewählt, nämlich alle …","[""5 Jahre."", ""6 Jahre."", ""7 Jahre."", ""8 Jahre.""]",5 Jahre.,Demokratie und Wahlen,medium,general,,77,False,[],
231,"Was bedeutet der Begriff ""europäische Integration""?","[""Damit sind amerikanische Einwanderinnen und Einwanderer in Europa gemeint."", ""Der Begriff meint den Einwanderungsstopp nach Europa."", ""Damit sind europ\u00e4ische Auswanderinnen und Auswanderer in den USA gemeint."", ""Der Begriff meint den Zusammenschluss europ\u00e4ischer Staaten zur EU.""]",Der Begriff meint den Zusammenschluss europäischer Staaten zur EU.,Allgemein,medium,general,,77,False,[],
232,Wer wird bei der Europawahl gewählt?,"[""die Europ\u00e4ische Kommission"", ""die L\u00e4nder, die in die EU eintreten d\u00fcrfen"", ""die Abgeordneten des Europ\u00e4ischen Parlaments"", ""die europ\u00e4ische Verfassung""]",die Abgeordneten des Europäischen Parlaments,Demokratie und Wahlen,easy,general,,78,False,[],
233,Welches Land ist ein Nachbarland von Deutschland?,"[""Tschechien"", ""Bulgarien"", ""Griechenland"", ""Portugal""]",Tschechien,Geografie,easy,general,,78,False,[],
234,Wo ist ein Sitz des Europäischen Parlaments?,"[""London"", ""Paris"", ""Berlin"", ""Stra\u00dfburg""]",Straßburg,Allgemein,medium,general,,78,False,[],
235,Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?,"[""Freundschaft zwischen England und Deutschland"", ""Reisefreiheit in alle L\u00e4nder der EU"", ""Frieden und Sicherheit in den L\u00e4ndern der EU"", ""einheitliche Feiertage in den L\u00e4ndern der EU""]",Frieden und Sicherheit in den Ländern der EU,Geschichte,medium,general,,79,False,"[""images/page_88_img_1.png""]",single
236,Wie viele Mitgliedstaaten hat die EU heute?,"[""21"", ""23"", ""25"", ""27""]",27,Allgemein,easy,general,,79,False,[],
237,"2007 wurde das 50-jährige Jubiläum der ""Römischen Verträge"" gefeiert. Was war der Inhalt der Verträge?","[""Beitritt Deutschlands zur NATO"", ""Gr\u00fcndung der Europ\u00e4ischen Wirtschaftsgemeinschaft (EWG)"", ""Verpflichtung Deutschlands zu Reparationsleistungen"", ""Festlegung der Oder-Nei\u00dfe-Linie als Ostgrenze""]",Gründung der Europäischen Wirtschaftsgemeinschaft (EWG),Geschichte,hard,general,,79,False,[],
238,An welchen Orten arbeitet das Europäische Parlament?,"[""Paris, London und Den Haag"", ""Stra\u00dfburg, Luxemburg und Br\u00fcssel"", ""Rom, Bern und Wien"", ""Bonn, Z\u00fcrich und Mailand""]","Straßburg, Luxemburg und Brüssel",Allgemein,medium,general,,80,False,[],
239,Durch welche Verträge schloss sich die Bundesrepublik Deutschland mit anderen Staaten zur Europäischen Wirtschaftsgemeinschaft zusammen?,"[""durch die \""Hamburger Vertr\u00e4ge\"""", ""durch die \""R\u00f6mischen Vertr\u00e4ge\"""", ""durch die \""Pariser Vertr\u00e4ge\"""", ""durch die \""Londoner Vertr\u00e4ge\""""]","durch die ""Römischen Verträge""",Geschichte,medium,general,,80,False,[],
240,Seit wann bezahlt man in Deutschland mit dem Euro in bar?,"[""1995"", ""1998"", ""2002"", ""2005""]",2002,Geschichte,easy,general,,80,False,[],
241,"Frau Seger bekommt ein Kind. Was muss sie tun, um Elterngeld zu erhalten?","[""Sie muss an ihre Krankenkasse schreiben."", ""Sie muss einen Antrag bei der Elterngeldstelle stellen."", ""Sie muss nichts tun, denn sie bekommt automatisch Elterngeld."", ""Sie muss das Arbeitsamt um Erlaubnis bitten.""]",Sie muss einen Antrag bei der Elterngeldstelle stellen.,Rechtssystem,easy,general,,81,False,[],
242,"Wer entscheidet, ob ein Kind in Deutschland in den Kindergarten geht?","[""der Staat"", ""die Bundesl\u00e4nder"", ""die Eltern/die Erziehungsberechtigten"", ""die Schulen""]",die Eltern/die Erziehungsberechtigten,Kultur und Gesellschaft,easy,general,,81,False,[],
243,Maik und Sybille wollen mit Freunden an ihrem deutschen Wohnort eine Demonstration auf der Straße abhalten. Was müssen sie vorher tun?,"[""Sie m\u00fcssen die Demonstration anmelden."", ""Sie m\u00fcssen nichts tun. Man darf in Deutschland jederzeit \u00fcberall demonstrieren."", ""Sie k\u00f6nnen gar nichts tun, denn Demonstrationen sind in Deutschland grunds\u00e4tzlich verboten."", ""Maik und Sybille m\u00fcssen einen neuen Verein gr\u00fcnden, weil nur Vereine demonstrieren d\u00fcrfen.""]",Sie müssen die Demonstration anmelden.,Grundrechte,medium,general,,81,False,[],
244,"Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?","[""das Abitur"", ""ein Diplom"", ""die Prokura"", ""eine Gesellenpr\u00fcfung""]",das Abitur,Kultur und Gesellschaft,easy,general,,82,False,[],
245,Wer darf in Deutschland nicht als Paar zusammenleben?,"[""Hans (20 Jahre) und Marie (19 Jahre)"", ""Tom (20 Jahre) und Klaus (45 Jahre)"", ""Sofie (35 Jahre) und Lisa (40 Jahre)"", ""Anne (13 Jahre) und Tim (25 Jahre)""]",Anne (13 Jahre) und Tim (25 Jahre),Rechtssystem,medium,general,,82,False,[],
246,Ab welchem Alter ist man in Deutschland volljährig?,"[""16"", ""18"", ""19"", ""21""]",18,Rechtssystem,easy,general,,82,False,[],
247,Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?,"[""Elternzeit"", ""Mutterschutz"", ""Geburtsvorbereitung"", ""Wochenbett""]",Mutterschutz,Rechtssystem,easy,general,,83,False,[],
248,Die Erziehung der Kinder ist in Deutschland ist vor allem Aufgabe …,"[""des Staates."", ""der Eltern."", ""der Gro\u00dfeltern."", ""der Schulen.""]",der Eltern.,Grundrechte,easy,general,,83,False,[],
249,Wer ist in Deutschland hauptsächlich verantwortlich für die Kindererziehung?,"[""der Staat"", ""die Eltern"", ""die Verwandten"", ""die Schulen""]",die Eltern,Grundrechte,easy,general,,83,False,[],
250,"In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …","[""katholisch ist."", ""gut ausgebildet ist."", ""eine Frau ist."", ""Mitglied einer Partei ist.""]",gut ausgebildet ist.,Kultur und Gesellschaft,easy,general,,84,False,[],
251,"Wenn man in Deutschland ein Kind schlägt, …","[""geht das niemanden etwas an."", ""geht das nur die Familie etwas an."", ""kann man daf\u00fcr nicht bestraft werden."", ""kann man daf\u00fcr bestraft werden.""]",kann man dafür bestraft werden.,Rechtssystem,easy,general,,84,False,[],
252,In Deutschland …,"[""darf man zur gleichen Zeit nur mit einer Partnerin/einem Partner verheiratet sein."", ""kann man mehrere Ehepartnerinnen/Ehepartner gleichzeitig haben."", ""darf man nicht wieder heiraten, wenn man einmal verheiratet war."", ""darf eine Frau nicht wieder heiraten, wenn ihr Mann gestorben ist.""]",darf man zur gleichen Zeit nur mit einer Partnerin/einem Partner verheiratet sein.,Rechtssystem,easy,general,,84,False,[],
253,"Wo müssen Sie sich anmelden, wenn Sie in Deutschland umziehen?","[""beim Einwohnermeldeamt"", ""beim Standesamt"", ""beim Ordnungsamt"", ""beim Gewerbeamt""]",beim Einwohnermeldeamt,Allgemein,easy,general,,85,False,[],
254,"In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das ""Trennungsjahr"" einhalten. Was bedeutet das?","[""Der Scheidungsprozess dauert ein Jahr."", ""Die Ehegatten sind ein Jahr verheiratet, dann ist die Scheidung m\u00f6glich."", ""Das Besuchsrecht f\u00fcr die Kinder gilt ein Jahr."", ""Die Ehegatten f\u00fchren mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung m\u00f6glich.""]",Die Ehegatten führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung möglich.,Rechtssystem,medium,general,,85,False,[],
255,Bei Erziehungsproblemen können Eltern in Deutschland Hilfe erhalten vom …,"[""Ordnungsamt."", ""Schulamt."", ""Jugendamt."", ""Gesundheitsamt.""]",Jugendamt.,Kultur und Gesellschaft,easy,general,,85,False,[],
256,Ein Ehepaar möchte in Deutschland ein Restaurant eröffnen. Was braucht es dazu unbedingt?,"[""eine Erlaubnis der Polizei"", ""eine Genehmigung einer Partei"", ""eine Genehmigung des Einwohnermeldeamts"", ""eine Gastst\u00e4ttenerlaubnis von der zust\u00e4ndigen Beh\u00f6rde""]",eine Gaststättenerlaubnis von der zuständigen Behörde,Rechtssystem,medium,general,,86,False,[],
257,Eine erwachsene Frau möchte in Deutschland das Abitur nachholen. Das kann sie an …,"[""einer Hochschule."", ""einem Abendgymnasium."", ""einer Hauptschule."", ""einer Privatuniversit\u00e4t.""]",einem Abendgymnasium.,Kultur und Gesellschaft,easy,general,,86,False,[],
258,Was darf das Jugendamt in Deutschland?,"[""Es entscheidet, welche Schule das Kind besucht."", ""Es kann ein Kind, das geschlagen wird oder hungern muss, aus der Familie nehmen."", ""Es bezahlt das Kindergeld an die Eltern."", ""Es kontrolliert, ob das Kind einen Kindergarten besucht.""]","Es kann ein Kind, das geschlagen wird oder hungern muss, aus der Familie nehmen.",Rechtssystem,medium,general,,86,False,[],
259,Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …,"[""Rentenberechnung."", ""Lehrstellensuche."", ""Steuererkl\u00e4rung."", ""Krankenversicherung.""]",Lehrstellensuche.,Kultur und Gesellschaft,easy,general,,87,False,[],
260,In Deutschland hat ein Kind in der Schule …,"[""Recht auf unbegrenzte Freizeit."", ""Wahlfreiheit f\u00fcr alle F\u00e4cher."", ""Anspruch auf Schulgeld."", ""Anwesenheitspflicht.""]",Anwesenheitspflicht.,Rechtssystem,easy,general,,87,False,[],
261,Ein Mann möchte mit 30 Jahren in Deutschland sein Abitur nachholen. Wo kann er das tun? An …,"[""einer Hochschule."", ""einem Abendgymnasium."", ""einer Hauptschule."", ""einer Privatuniversit\u00e4t.""]",einem Abendgymnasium.,Kultur und Gesellschaft,easy,general,,87,False,[],
262,Was bedeutet in Deutschland der Grundsatz der Gleichbehandlung?,"[""Niemand darf z.B. wegen einer Behinderung benachteiligt werden."", ""Man darf andere Personen benachteiligen, wenn ausreichende pers\u00f6nliche Gr\u00fcnde hierf\u00fcr vorliegen."", ""Niemand darf gegen Personen klagen, wenn sie benachteiligt wurden."", ""Es ist f\u00fcr alle Gesetz, benachteiligten Gruppen j\u00e4hrlich Geld zu spenden.""]",Niemand darf z.B. wegen einer Behinderung benachteiligt werden.,Grundrechte,easy,general,,88,False,[],
263,"In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, …","[""werden bestraft."", ""werden wie Erwachsene behandelt."", ""teilen die Strafe mit ihren Eltern."", ""werden nicht bestraft.""]",werden bestraft.,Rechtssystem,medium,general,,88,False,[],
264,Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?,"[""am Rosenmontag"", ""am Maifeiertag"", ""beim Oktoberfest"", ""an Pfingsten""]",am Rosenmontag,Kultur und Gesellschaft,easy,general,,88,False,[],
265,"Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?","[""zum Einwohnermeldeamt"", ""zum Ordnungsamt"", ""zur Agentur f\u00fcr Arbeit"", ""zum Standesamt""]",zum Standesamt,Allgemein,easy,general,,89,False,[],
266,Wann beginnt die gesetzliche Nachtruhe in Deutschland?,"[""wenn die Sonne untergeht"", ""wenn die Nachbarn schlafen gehen"", ""um 0 Uhr, Mitternacht"", ""um 22 Uhr""]",um 22 Uhr,Kultur und Gesellschaft,easy,general,,89,False,[],
267,"Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?","[""Sie m\u00fcssen die Entscheidung der vollj\u00e4hrigen Tochter respektieren."", ""Sie haben das Recht, die Tochter in die elterliche Wohnung zur\u00fcckzuholen."", ""Sie k\u00f6nnen zur Polizei gehen und die Tochter anzeigen."", ""Sie suchen einen anderen Mann f\u00fcr die Tochter.""]",Sie müssen die Entscheidung der volljährigen Tochter respektieren.,Grundrechte,easy,general,,89,False,[],
